word,kana,desc,tags
～等,～とう,"level, place",JLPT_2
～島,～とう,kind of islands,JLPT_2
銅,どう,copper,JLPT_2
同～,どう～,same ~,JLPT_2
～道,～どう,"kind of path, road",JLPT_2
どういたしまして (かん),どういたしまして (かん),"you are welcome, don't mention it",JLPT_2
統一,とういつ,"unity, consolidation, uniformity",JLPT_2
同格,どうかく,"the same rank, equality, apposition",JLPT_2
峠,とうげ,"ridge, (mountain) pass, difficult part",JLPT_2
統計,とうけい,"scattering, a scatter, dispersion",JLPT_2
動作,どうさ,"action, movements, motions",JLPT_2
東西,とうざい,"East and West, whole country",JLPT_2
当日,とうじつ,"appointed day, very day",JLPT_2
投書,とうしょ,"letter to the editor, letter from a reader, contribution",JLPT_2 Intermediate_Japanese_Ln.15
登場,とうじょう,entry (on stage),JLPT_2
どうせ,どうせ,"anyhow, in any case, at any rate",JLPT_2
灯台,とうだい,lighthouse,JLPT_2
盗難,とうなん,"theft, robbery",JLPT_2
当番,とうばん,being on duty,JLPT_2
等分,とうぶん,division into equal parts,JLPT_2
透明,とうめい,"transparency, cleanness",JLPT_2
灯油,とうゆ,"lamp oil, kerosene",JLPT_2
童話,どうわ,fairy tale,JLPT_2
～通り,～とおり,"in accordance with ~; following ~; ~ street, ~ avenue",JLPT_2
通り掛かる,とおりかかる,to happen to pass by,JLPT_2
溶かす,とかす,"to melt, to dissolve",JLPT_2
尖る,とがる,"to taper to a point, to become sharp",JLPT_2
どきどき,どきどき,"throb, beat (fast)",JLPT_2
特殊,とくしゅ,"special, unique",JLPT_2
特色,とくしょく,"characteristic, feature",JLPT_2
特定,とくてい,"specific, special, particular",JLPT_2
特売,とくばい,special sale,JLPT_2
溶け込む,とけこむ,to melt into; to become a part of,JLPT_2 Intermediate_Japanese_Ln.11
退ける,どける,"to dislodge, to put something out of the way",JLPT_2
床の間,とこのま,alcove,JLPT_2
～ところ,～ところ,about to do ~,JLPT_2
所々,ところどころ,"here and there, some parts (of something)",JLPT_2
都心,としん,heart (of city),JLPT_2
戸棚,とだな,"cupboard, cabinet",JLPT_2
とっくに,とっくに,"long ago, already, a long time ago",JLPT_2
どっと,どっと,suddenly,JLPT_2
整う,ととのう,"to be prepared, to be in order, to be arranged",JLPT_2
留まる,とどまる,"to be fixed; to abide, to stay (in the one place)",JLPT_2
怒鳴る,どなる,"to shout, to yell",JLPT_2
殿,どの,Mister (mostly in addressing someone on an envelope),JLPT_2
飛び込む,とびこむ,"to jump in, to leap in, to plunge into",JLPT_2
留まる,とまる,"to be fixed; to abide, to stay (in the one place)",JLPT_2
ともかく,ともかく,"anyhow, at any rate, anyway",JLPT_2
捕える,とらえる,"to seize, to capture, to arrest",JLPT_2
取り入れる,とりいれる,"to harvest, to take in, to adopt",JLPT_2
取り消す,とりけす,to cancel,JLPT_2
取り出す,とりだす,"to take out, to pick out",JLPT_2
採る,とる,"to adopt (measure, proposal); to pick (fruit)",JLPT_2
捕る,とる,"to take, to catch (fish)",JLPT_2
丼,どんぶり,"porcelain bowl, bowl of rice with food on top",JLPT_2
～内,～ない,inside ~,JLPT_2
内科,ないか,"internist clinic, internal medicine",JLPT_2
内線,ないせん,phone extension,JLPT_2
ナイロン,ナイロン,nylon,JLPT_2
長～,なが～,long ~,JLPT_2
仲直り,なかなおり,"reconciliation, make peace with",JLPT_2
長引く,ながびく,"to be prolonged, to drag on",JLPT_2
中指,なかゆび,middle finger,JLPT_2
仲良し,なかよし,"intimate friend, bosom buddy",JLPT_2
慰める,なぐさめる,"to comfort, to console",JLPT_2
為す,なす,"to accomplish, to do",JLPT_2
謎謎,なぞなぞ,riddle,JLPT_2
傾らか,なだらか,"gradual, gentle",JLPT_2
懐かしい,なつかしい,"dear, desired, missed",JLPT_2
撫でる,なでる,"to brush gently, to stroke",JLPT_2
斜め,ななめ,"diagonal, oblique",JLPT_2
なにしろ,なにしろ,"at any rate, in any case",JLPT_2
何々,なになに,"such and such, What?",JLPT_2
何分,なにぶん,"by all means, please",JLPT_2
生意気,なまいき,"impertinent, impudent",JLPT_2
並木,なみき,"roadside tree, row of trees",JLPT_2
倣う,ならう,"to imitate, to follow, to emulate",JLPT_2
南極,なんきょく,"south pole, Antarctic",JLPT_2
なんとなく,なんとなく,"somehow or other, for some reason or another",JLPT_2
なんとも,なんとも,"nothing (with neg. verb), quite, not a bit",JLPT_2
ナンバー,ナンバー,number,JLPT_2
南米,なんべい,South America,JLPT_2 Intermediate_Japanese_Ln.15
南北,なんぼく,south and north,JLPT_2
匂う,におう,"to be fragrant, to smell",JLPT_2
逃がす,にがす,"to let loose, to set free, to let escape",JLPT_2
憎い,にくい,"hateful, abominable, detestable",JLPT_2
～難い,～がたい,hard (difficult) to do ~,JLPT_1 JLPT_2
憎む,にくむ,"to hate, to detest",JLPT_2
憎らしい,にくらしい,"odious, hateful",JLPT_2
にこにこ,にこにこ,"smile sweetly, smiley",JLPT_2
濁る,にごる,"to become muddy, to get cloudy",JLPT_2
虹,にじ,rainbow,JLPT_2
日時,にちじ,date and time,JLPT_2
日用品,にちようひん,daily necessities,JLPT_2
日課,にっか,"daily work, daily routine",JLPT_2
日程,にってい,schedule,JLPT_2
鈍い,にぶい,"dull (e.g., a knife), thickheaded, slow (opposite of fast), stupid",JLPT_2
入社,にゅうしゃ,entry to a company,JLPT_2
女房,にょうぼう,wife,JLPT_2
睨む,にらむ,"to glare at, to stare; to keep an eye on",JLPT_2
俄,にわか,"sudden, abrupt, unexpected",JLPT_2
縫う,ぬう,to sew,JLPT_2
ねじ,ねじ,(a) screw,JLPT_2
捩る,ねじる,to twist,JLPT_2
ネックレス,ネックレス,necklace,JLPT_2
熱する,ねっする,to heat,JLPT_2
寝間着,ねまき,"sleep-wear, pajamas",JLPT_2
寝巻,ねまき,"sleep-wear, pajamas",JLPT_2
狙い,ねらい,aim,JLPT_2
狙う,ねらう,to aim at,JLPT_2
～年生,～ねんせい,counter for school year,JLPT_2
年度,ねんど,"year, fiscal year",JLPT_2
農産物,のうさんぶつ,agricultural produce,JLPT_2
農村,のうそん,agricultural community,JLPT_2
濃度,のうど,"concentration, density",JLPT_2
農薬,のうやく,agricultural chemicals,JLPT_2
能率,のうりつ,efficiency,JLPT_2
のこぎり,のこぎり,saw,JLPT_2
残らず,のこらず,"completely, without exception",JLPT_2
上り,のぼり,"up-train (going to Tokyo), ascent",JLPT_2
糊,のり,"glue, paste, starch",JLPT_2
乗換,のりかえ,"a transfer (e.g., trains, buses)",JLPT_2
乗り越し,のりこし,riding past (one's station),JLPT_2
鈍い,のろい,"dull (e.g., a knife), slow (opposite of fast), stupid",JLPT_2
のろのろ,のろのろ,"slowly, sluggishly",JLPT_2
呑気,のんき,"carefree, optimistic, careless",JLPT_2
はい (かん),はい (かん),yes,JLPT_2
灰色,はいいろ,"grey, ashen",JLPT_2
俳句,はいく,haiku poetry,JLPT_2
売店,ばいてん,"shop, stand",JLPT_2
バイバイ,バイバイ,bye bye,JLPT_2
売買,ばいばい,"trade, buying and selling",JLPT_2
這う,はう,"to creep, to crawl",JLPT_2
剥す,はがす,"to tear off, to peel off, to rip off",JLPT_2
ばからしい,ばからしい,absurd,JLPT_2
秤,はかり,"scales, weighing machine",JLPT_2
吐き気,はきけ,"nausea, sickness in the stomach",JLPT_2
はきはき,はきはき,clearly,JLPT_2
～泊,～はく,"counter for staying (e.g., 2 nights)",JLPT_2
歯車,はぐるま,"gear, cog-wheel",JLPT_2
バケツ,バケツ,"bucket, pail",JLPT_2
挟まる,はさまる,"to get between, to be caught in",JLPT_2
挟む,はさむ,to pinch; to hold between; to insert,JLPT_2
梯子,はしご,"ladder, stairs",JLPT_2
始めに,はじめに,"to begin with, first of all",JLPT_2
初めに,はじめに,"to begin with, first of all",JLPT_2
はじめまして,はじめまして,"How do you do, I am glad to meet you",JLPT_2
斜,はす,diagonal,JLPT_2
パターン,パターン,pattern,JLPT_2
肌着,はだぎ,underwear,JLPT_2
果して,はたして,"as was expected, really",JLPT_2
鉢,はち,"a bowl, a pot",JLPT_2
～発,～はつ,counter for bullets,JLPT_2
×,ばつ,cross,JLPT_2
発揮,はっき,"exhibition, demonstration, display",JLPT_2
バック,バック,back,JLPT_2
発想,はっそう,idea; way of thinking (same as 考え方 (かんがえかた)),JLPT_2 Intermediate_Japanese_Ln.15
発電,はつでん,"generation (e.g., power)",JLPT_2
発売,はつばい,sale,JLPT_2
話合い,はなしあい,"discussion, talk",JLPT_2
話し掛ける,はなしかける,"to accost a person, to talk (to someone)",JLPT_2
話中,はなしちゅう,"while talking, the line is busy",JLPT_2
甚だしい,はなはだしい,"extreme, excessive, terrible",JLPT_2
花火,はなび,fireworks,JLPT_2
花嫁,はなよめ,bride,JLPT_2
ばね,ばね,"spring (e.g., coil, leaf)",JLPT_2
跳ねる,はねる,"to jump, to leap",JLPT_2
破片,はへん,"fragment, broken piece",JLPT_2
歯磨き,はみがき,"toothbrushing, toothpaste",JLPT_2
はめる,はめる,"(col) to get in, to insert, to put on",JLPT_2
早口,はやくち,fast-talking,JLPT_2
払い込む,はらいこむ,"to deposit, to pay in",JLPT_2
払い戻す,はらいもどす,"to repay, to pay back",JLPT_2
針金,はりがね,wire,JLPT_2
張り切る,はりきる,"to be in high spirits, to be full of vigor",JLPT_2
反～,はん～,"anti ~, counter ~",JLPT_2
反映,はんえい,"reflection, influence",JLPT_2
半径,はんけい,radius,JLPT_2
判子,はんこ,seal (used for signature),JLPT_2
万歳,ばんざい,"banzai, Long live ~!",JLPT_2
判事,はんじ,"judge, justice",JLPT_2
番地,ばんち,"house number, address",JLPT_2
パンツ,パンツ,underpants,JLPT_2 Genki_Ln.10
バンド,バンド,band,JLPT_2
半島,はんとう,peninsula,JLPT_2
ハンドル,ハンドル,"handle, steering wheel",JLPT_2
～番目,～ばんめ,~th,JLPT_2
非～,ひ～,"anti~, counter~, an~, non~",JLPT_1 JLPT_2
～費,～ひ,cost of ~,JLPT_2
日当たり,ひあたり,"exposure to the sun, sunny place",JLPT_2
日帰り,ひがえり,day trip,JLPT_2
比較的,ひかくてき,comparatively; relatively,Intermediate_Japanese_Ln.05 JLPT_2
日陰,ひかげ,shadow,JLPT_2
ぴかぴか,ぴかぴか,"glitter, sparkle",JLPT_2
引受る,ひきうける,"to undertake, to take up, to take over",JLPT_2
引き返す,ひきかえす,"to turn back, to go back, reverse",JLPT_2
引算,ひきざん,subtraction,JLPT_2
引き出す,ひきだす,"to pull out, to take out, to withdraw",JLPT_2
引き止める,ひきとめる,"to keep back, to prevent, to hold back",JLPT_2
卑怯,ひきょう,"cowardice, meanness, unfairness",JLPT_2
引分け,ひきわけ,"a draw (in competition), tie game",JLPT_2
陽射,ひざし,"sunlight, rays of the sun",JLPT_2
肘,ひじ,elbow,JLPT_2
ピストル,ピストル,pistol,JLPT_2
ビタミン,ビタミン,vitamin,JLPT_2
ぴたり,ぴたり,exactly; close-fitting,JLPT_2
引っ掛かる,ひっかかる,"to be caught in, to be stuck in",JLPT_2
筆記,ひっき,"note taking, writing",JLPT_2
引っ繰り返す,ひっくりかえす,"to turn over, to overturn, to knock over",JLPT_2
引っ繰り返る,ひっくりかえる,"to be overturned, to be upset, to topple over, to be reversed",JLPT_2
引っ込む,ひっこむ,"to draw back, to sink, to cave in",JLPT_2
筆者,ひっしゃ,"writer, author",JLPT_2
必需品,ひつじゅひん,"necessities, essential",JLPT_2
一～,ひと～,one ~,JLPT_2
人差指,ひとさしゆび,index finger,JLPT_2
一通り,ひととおり,"general, briefly",JLPT_2
人通り,ひとどおり,pedestrian traffic,JLPT_2
ひとまず,ひとまず,"for the present, once, for the time being",JLPT_2
瞳,ひとみ,pupil (of eye),JLPT_2
一休み,ひとやすみ,a rest,JLPT_2
独り言,ひとりごと,"a soliloquy, a monologue, speaking to oneself",JLPT_2
ひとりでに,ひとりでに,"by itself, automatically, naturally",JLPT_2
ビニール,ビニール,vinyl,JLPT_2
皮肉,ひにく,"cynicism, sarcasm",JLPT_2
日日,ひにち,date,JLPT_2
捻る,ひねる,"to twist, to turn",JLPT_2
日の入り,ひのいり,sunset,JLPT_2
日の出,ひので,sunrise,JLPT_2
響き,ひびき,"echo, sound",JLPT_2
響く,ひびく,to resound; to affect,JLPT_2
皮膚,ひふ,skin,JLPT_2
ひゃっかじてん,ひゃっかじてん,encyclopedia,JLPT_2
美容,びよう,beauty of figure or form,JLPT_2
～病,～びょう,kind of disease,JLPT_2
表紙,ひょうし,"front cover, binding",JLPT_2
標識,ひょうしき,"sign, mark",JLPT_2
標準,ひょうじゅん,"standard, level",JLPT_2
標本,ひょうほん,"example, specimen",JLPT_2
評論,ひょうろん,"criticism, critique",JLPT_2
ビルディング,ビルディング,building,JLPT_2
昼寝,ひるね,"nap (at home), siesta",JLPT_2
広さ,ひろさ,extent,JLPT_2
広場,ひろば,plaza,JLPT_2
広々,ひろびろ,"extensive, spacious",JLPT_2
ピンク,ピンク,pink,JLPT_2
便箋,びんせん,"writing paper, stationery",JLPT_2
瓶詰,びんづめ,"bottling, bottled",JLPT_2
～部,～ぶ,~ part,JLPT_2
ファスナー,ファスナー,"fastener, zipper",JLPT_2
～風,～ふう,~ style,JLPT_2
風船,ふうせん,balloon,JLPT_2
不運,ふうん,"unlucky, misfortune, bad luck",JLPT_2
不規則,ふきそく,"irregularity, unsteadiness",JLPT_2
普及,ふきゅう,"diffusion, spread",JLPT_2
付近,ふきん,"neighborhood, vicinity",JLPT_2
副～,ふく～,vice ~,JLPT_2
副詞,ふくし,adverb,JLPT_2
複写,ふくしゃ,"copy, duplicate",JLPT_2
複数,ふくすう,"plural, multiple",JLPT_2
膨らます,ふくらます,"to swell, to expand, to inflate",JLPT_2
膨らむ,ふくらむ,"to expand, to swell (out), to become inflated",JLPT_2
不潔,ふけつ,"unclean, dirty",JLPT_2
更ける,ふける,"to get late, to wear on",JLPT_2
符号,ふごう,"sign, mark, symbol",JLPT_2
夫妻,ふさい,"man and wife, married couple",JLPT_2
塞がる,ふさがる,"to be plugged up, to be shut up",JLPT_2
塞ぐ,ふさぐ,"to stuff, to close up, to block (up)",JLPT_2
ふざける,ふざける,"to romp, to gambol, to frolic",JLPT_2
無沙汰,ぶさた,neglecting to stay in contact,JLPT_2
武士,ぶし,"warrior, samurai",JLPT_2
部首,ぶしゅ,radical (of a kanji character),JLPT_2
襖,ふすま,sliding screen,JLPT_2
附属,ふぞく,"attached, belonging, affiliated",JLPT_2
蓋,ふた,"cover, lid, cap",JLPT_2
物騒,ぶっそう,"dangerous, disturbed, insecure",JLPT_2
ぶつぶつ,ぶつぶつ,"grumbling, complaining in a small voice",JLPT_2
船便,ふなびん,surface mail (ship),JLPT_2
部品,ぶひん,"parts, accessories",JLPT_2
吹雪,ふぶき,snow storm,JLPT_2
父母,ふぼ,"father and mother, parents",JLPT_2
踏切,ふみきり,"railway crossing, level crossing, starting line, scratch, crossover",JLPT_2
麓,ふもと,"the foot, the bottom, the base (of a mountain)",JLPT_2
フライパン,フライパン,"fry pan, frying pan",JLPT_2
ブラウス,ブラウス,blouse,JLPT_2
ぶらさげる,ぶらさげる,"to hang, to suspend, to swing",JLPT_2
ブラシ,ブラシ,brush,JLPT_2
プラットホーム,プラットホーム,platform,JLPT_2
～振り,～ぶり,after an interval of ~,JLPT_2
フリー,フリー,free,JLPT_2
振り仮名,ふりがな,pronunciation key,JLPT_2
振り向く,ふりむく,"to turn one's face, to turn around",JLPT_2
プリント,プリント,"print, handout",JLPT_2
古～,ふる～,old ~,JLPT_2
故郷,ふるさと,"home town, birthplace",JLPT_2
古里,ふるさと,"home town, birthplace",JLPT_2
振舞う,ふるまう,"to behave, to conduct",JLPT_2
ブローチ,ブローチ,brooch,JLPT_2
プログラム,プログラム,program,JLPT_2
風呂敷,ふろしき,"wrapping cloth, cloth wrapper",JLPT_2
ふわふわ,ふわふわ,"light, soft",JLPT_2
噴火,ふんか,eruption,JLPT_2
分解,ぶんかい,"analysis, disassembly",JLPT_2
文芸,ぶんげい,"literature, art and literature",JLPT_2
文献,ぶんけん,"literature, books (reference)",JLPT_2
噴水,ふんすい,water fountain,JLPT_2
分数,ぶんすう,fraction (in math),JLPT_2
文体,ぶんたい,literary style,JLPT_2
分布,ぶんぷ,distribution,JLPT_2
文房具,ぶんぼうぐ,stationery,JLPT_2
文脈,ぶんみゃく,context,JLPT_2
分量,ぶんりょう,"amount, quantity",JLPT_2
分類,ぶんるい,classification,JLPT_2
閉会,へいかい,closure,JLPT_2
平気,へいき,"coolness, calmness, unconcern",JLPT_2
並行,へいこう,"(going) side by side, concurrent, at the same time",JLPT_1 JLPT_2
平日,へいじつ,weekday,JLPT_2
兵隊,へいたい,soldier,JLPT_2
平凡,へいぼん,"common, ordinary",JLPT_2
平野,へいや,"plain, open field",JLPT_2
凹む,へこむ,"to be dented, to be indented",JLPT_2
へそ,へそ,"navel, belly-button",JLPT_2
隔てる,へだてる,to be shut out,JLPT_2
別荘,べっそう,villa; vacation home; summer cottage,Genki_Ln.23 JLPT_2 Intermediate_Japanese_Ln.13
別々,べつべつ,"separately, individually",JLPT_2
ベテラン,ベテラン,veteran,JLPT_2
ヘリコプター,ヘリコプター,helicopter,JLPT_2
～遍,～へん,time,JLPT_2
～弁,～べん,"speech, dialect",JLPT_2
編集,へんしゅう,"editing, compilation, editorial (e.g., committee)",JLPT_2 Intermediate_Japanese_Ln.08
便所,べんじょ,"toilet, lavatory",JLPT_2
ペンチ,ペンチ,pliers (lit: pinchers),JLPT_2
～歩,～ほ,"step, pace",JLPT_2
～ぽい,～ぽい,~ish,JLPT_2
～ほう (ひかく),～ほう (ひかく),(in comparison),JLPT_2
防～,ぼう～,~ prevention,JLPT_2
望遠鏡,ぼうえんきょう,telescope,JLPT_2
方角,ほうがく,"direction, way",JLPT_2
箒,ほうき,broom,JLPT_2
方言,ほうげん,dialect,JLPT_2
坊さん,ぼうさん,"Buddhist priest, monk",JLPT_2
防止,ぼうし,"prevention, check",JLPT_2
方針,ほうしん,"objective, plan, policy",JLPT_2
法則,ほうそく,"law, rule",JLPT_2
包帯,ほうたい,bandage,JLPT_2
膨大,ぼうだい,"enormous, extensive",JLPT_2
包丁,ほうちょう,"kitchen knife, carving knife",JLPT_2
方程式,ほうていしき,equation,JLPT_2
防犯,ぼうはん,prevention of crime,JLPT_2
方面,ほうめん,direction; area,JLPT_2 Intermediate_Japanese_Ln.08
坊や,ぼうや,boy,JLPT_2
放る,ほうる,to let go,JLPT_2
ボーナス,ボーナス,bonus,JLPT_2 Genki_Ln.23
朗らか,ほがらか,"bright, cheerful, melodious",JLPT_2
牧場,ぼくじょう,farm (livestock); pasture land,JLPT_2
牧畜,ぼくちく,stock-farming,JLPT_2
保健,ほけん,"health preservation, hygiene, sanitation",JLPT_2
募集,ぼしゅう,recruitment,JLPT_2 Genki_Ln.13
干す,ほす,"to air, to dry, to drink up",JLPT_2
ポスター,ポスター,poster,JLPT_2 Genki_Ln.21
北極,ほっきょく,North Pole,JLPT_2
坊っちゃん,ぼっちゃん,son (of others),JLPT_2
解く,ほどく,to unfasten,JLPT_2
掘る,ほる,"to dig, to excavate",JLPT_2
彫る,ほる,"to carve, to chisel",JLPT_2
ぼろ,ぼろ,"rag, tattered clothes",JLPT_2
盆,ぼん,Festival of the Dead; tray,JLPT_2
盆地,ぼんち,"basin (e.g., between mountains)",JLPT_2
ほんの～,ほんの～,"mere, just",JLPT_2
本部,ほんぶ,headquarters,JLPT_2
本来,ほんらい,"essentially, naturally, by nature",JLPT_2
まあまあ,まあまあ,okay; so-so; decent,JLPT_2 Genki_Ln.11
毎～,まい～,every ~,JLPT_2
枚数,まいすう,the number of flat things,JLPT_2
毎度,まいど,"each time, common service-sector greeting",JLPT_2
枕,まくら,pillow,JLPT_2
曲げる,まげる,"to bend, to crook, to lean",JLPT_2
まごまご,まごまご,"confused, be at a loss",JLPT_2
摩擦,まさつ,friction; rubbing; chafe,JLPT_2 Intermediate_Japanese_Ln.15
マスク,マスク,mask,JLPT_2
またぐ,またぐ,to straddle,JLPT_2
待合室,まちあいしつ,waiting room,JLPT_2
待ち合わせる,まちあわせる,"to rendezvous, to meet at a prearranged place and time",JLPT_2
街角,まちかど,street corner,JLPT_2
真っ暗,まっくら,total darkness,JLPT_2
真っ黒,まっくろ,pitch black,JLPT_2
真っ青,まっさお,"deep blue, ghastly pale",JLPT_2
真っ先,まっさき,"foremost, beginning",JLPT_2
真っ白,まっしろ,pure white,JLPT_2
祭る,まつる,"to deify, to enshrine",JLPT_2
窓口,まどぐち,(ticket) window,JLPT_2 Intermediate_Japanese_Ln.10
真似る,まねる,"to mimic, to imitate",JLPT_2
まぶた,まぶた,eyelids,JLPT_2
マフラー,マフラー,a winter scarf,JLPT_2 Genki_Ln.14
間も無く,まもなく,"soon, in a short time",JLPT_2
マラソン,マラソン,marathon,JLPT_2
稀,まれ,"rare, seldom",JLPT_2
回り道,まわりみち,detour,JLPT_2
満員,まんいん,"full house, no vacancy, sold out",JLPT_2
マンション,マンション,"multistory apartment house, condominium",JLPT_2 Genki_Ln.14
満点,まんてん,perfect score,JLPT_2
未～,み～,not yet ~,JLPT_2
見上げる,みあげる,"to look up at, to admire",JLPT_2
見送る,みおくる,to see off; to escort; to let pass,JLPT_2
見下ろす,みおろす,"to overlook, to look down on something",JLPT_2
見掛け,みかけ,outward appearance,JLPT_2
三日月,みかづき,crescent moon,JLPT_2
岬,みさき,cape (on coast),JLPT_2
みじめ,みじめ,"sad, pitiful, wretched",JLPT_2
ミシン,ミシン,sewing machine,JLPT_2
自ら,みずから,"for one's self, personally",JLPT_2
水着,みずぎ,bathing suit (woman's),JLPT_2
店屋,みせや,"store, shop",JLPT_2
～みたい,～みたい,looks like ~,JLPT_2
見出し,みだし,"heading, index",JLPT_2
道順,みちじゅん,"itinerary, route",JLPT_2
みっともない,みっともない,"shameful, indecent",JLPT_2 Intermediate_Japanese_Ln.11
見詰める,みつめる,"to stare at, to gaze at",JLPT_2
見直す,みなおす,"to look over again, to review",JLPT_2
見慣れる,みなれる,"to become used to seeing, to be familiar with",JLPT_2
醜い,みにくい,ugly,JLPT_2 Intermediate_Japanese_Ln.10
実る,みのる,"to bear fruit, to ripen",JLPT_2
身分,みぶん,"position, status",JLPT_2
見本,みほん,sample,JLPT_2
見舞う,みまう,"to ask after (health), to visit",JLPT_2
未満,みまん,"less than, insufficient",JLPT_2
名字,みょうじ,"surname, family name",JLPT_2
ミリ (メートル),ミリ (メートル),milli-,JLPT_2
民間,みんかん,"private, civilian",JLPT_2
民主～,みんしゅ～,democratic,JLPT_2
民謡,みんよう,"folk song, popular song",JLPT_2
～向け,～むけ,for ~,JLPT_2
無限,むげん,infinite,JLPT_2
無地,むじ,plain,JLPT_2
矛盾,むじゅん,"contradiction, inconsistency",JLPT_2
無数,むすう,"countless number, infinite number",JLPT_2
紫,むらさき,"purple color, violet",JLPT_2
群れ,むれ,"crowd, flock, herd",JLPT_2
姪,めい,niece,JLPT_2 Intermediate_Japanese_Ln.08
名～,めい～,famous ~,JLPT_2
～名,～めい,counter for people,JLPT_2
名作,めいさく,masterpiece,JLPT_2
名所,めいしょ,famous place,JLPT_2
命ずる,めいずる,"to command, to appoint",JLPT_2
迷信,めいしん,superstition,JLPT_2
名物,めいぶつ,"famous product, special product, speciality",JLPT_2
銘々,めいめい,"each, individual",JLPT_2
恵まれる,めぐまれる,"to be blessed with, to be rich in",JLPT_2
巡る,めぐる,to go around,JLPT_2
目指す,めざす,"to aim at, to have an eye on",JLPT_2
目覚し,めざまし,alarm-clock,JLPT_2
目下,めした,"at present, now",JLPT_2
目印,めじるし,"mark, sign, landmark",JLPT_2
目立つ,めだつ,"to be conspicuous, to stand out",JLPT_2
めちゃくちゃ,めちゃくちゃ,"absurd, messed up, wrecked",JLPT_2
めっきり,めっきり,remarkably,JLPT_2
めでたい,めでたい,"happy, propitious, joyous",JLPT_2
メニュー,メニュー,menu,JLPT_2 Intermediate_Japanese_Ln.06 Genki_Ln.02
めまい,めまい,"dizziness, giddiness",JLPT_2
目安,めやす,"criterion, aim",JLPT_2
免税,めんぜい,tax exemption,JLPT_2
面積,めんせき,area,JLPT_2
面倒臭い,めんどうくさい,"bother to do, tiresome",JLPT_2
儲かる,もうかる,"to be profitable, to yield a profit",JLPT_2
儲ける,もうける,"to earn, to have (bear, beget) a child",JLPT_2
申し訳ない,もうしわけない,"inexcusable, I am sorry",JLPT_2
モーター,モーター,motor,JLPT_2
木材,もくざい,"lumber, timber, wood",JLPT_2
目次,もくじ,table of contents,JLPT_2
潜る,もぐる,"to drive, to pass through; to evade, to hide",JLPT_2
もしかしたら,もしかしたら,"perhaps, maybe, by some chance",JLPT_2
もたれる,もたれる,"to lean against, to lean on",JLPT_2
モダン,モダン,modern,JLPT_2
餅,もち,sticky rice cake,JLPT_2
～もち,～もち,person who has ~,JLPT_2
モデル,モデル,a fashion model,JLPT_2 Intermediate_Japanese_Ln.08
元々,もともと,"originally, by nature, from the start",JLPT_2
物置,ものおき,storage room,JLPT_2
物語る,ものがたる,"to tell, to indicate",JLPT_2
物差し,ものさし,"ruler, measure",JLPT_2
物凄い,ものすごい,"earth-shattering, staggering, to a very great extent",JLPT_2
モノレール,モノレール,monorail,JLPT_2
紅葉,もみじ,(Japanese) maple,JLPT_2
揉む,もむ,"to rub, to crumple (up), to wrinkle",JLPT_2
催し,もよおし,"event, festivities, function",JLPT_2
盛る,もる,to serve (food); to fill up; to prescribe,JLPT_2
～問,～もん,counter for questions,JLPT_2
問答,もんどう,"questions and answers, dialogue",JLPT_2
～夜,～や,counter for nights,JLPT_2
やかましい,やかましい,"to be fussy, to be overly critical",JLPT_2 Intermediate_Japanese_Ln.11
夜間,やかん,"at night, nighttime",JLPT_2
やかん,やかん,kettle,JLPT_2
役者,やくしゃ,actor,JLPT_2
役所,やくしょ,"government office, public office",JLPT_2
役人,やくにん,government official,JLPT_2
薬品,やくひん,"medicine(s), chemical(s)",JLPT_2
役目,やくめ,"duty, business",JLPT_2
火傷,やけど,"burn, scald",JLPT_2
夜行,やこう,"night train, night travel",JLPT_2
矢印,やじるし,directing arrow,JLPT_2
やたらに,やたらに,"randomly, recklessly, blindly",JLPT_2
薬局,やっきょく,"pharmacy, drugstore",JLPT_2
やっつける,やっつける,"to attack (an enemy), to beat, to finish off",JLPT_2
家主,やぬし,landlord,JLPT_2
やっぱり,やっぱり,"after all, anyway",Genki_Ln.17 JLPT_2
破く,やぶく,to tear,JLPT_2
やむをえない,やむをえない,"cannot be helped, unavoidable",JLPT_2
軟らかい,やわらかい,"soft, tender, limp",JLPT_2
遊園地,ゆうえんち,amusement park,JLPT_2
夕刊,ゆうかん,evening paper,JLPT_2
郵送,ゆうそう,mailing,JLPT_2
夕立,ゆうだち,(sudden) evening shower (rain),JLPT_2
夕日,ゆうひ,"(in) the evening sun, setting sun",JLPT_2
悠々,ゆうゆう,"quiet, calm, leisurely",JLPT_2
有料,ゆうりょう,"admission-paid, toll",JLPT_2
浴衣,ゆかた,"bathrobe, informal summer kimono",JLPT_2 Intermediate_Japanese_Ln.10
行方,ゆくえ,one's whereabouts,JLPT_2
湯気,ゆげ,steam,JLPT_2
輸血,ゆけつ,blood transfusion,JLPT_2
輸送,ゆそう,"transport, transportation",JLPT_2
油断,ゆだん,"negligence, unpreparedness",JLPT_2
湯飲み,ゆのみ,teacup,JLPT_2
緩い,ゆるい,"loose, lenient, slow",JLPT_2
溶岩,ようがん,lava,JLPT_2
用語,ようご,"term, terminology",JLPT_2 Intermediate_Japanese_Ln.02
要旨,ようし,"gist, essentials, summary",JLPT_2
幼児,ようじ,"infant, baby, child",JLPT_2
容積,ようせき,"capacity, volume",JLPT_2
幼稚,ようち,"infancy, childish, infantile",JLPT_2
