idx,word,kana,pos,desc,group,lesson
4953,警告する,けいこくする,动3,警告,1,225
4954,腸,ちょう,名,肠,1,225
4955,肝臓,かんぞう,名,肝脏,1,225
4956,数日,すうじつ,名,几天,1,225
4957,お世話様でした,おせわさまでした,熟语,麻烦您了，承蒙帮助,1,225
4958,方々,かたがた,名,各位，诸位,1,225
4959,編集部,へんしゅうぶ,名,编辑部,1,225
4960,富士カメラ,ふじカメラ,专,富士相机,1,225
4961,送り迎え,おくりむかえ,名,迎送，接送,1,225
4962,手配,てはい,名,筹备，安排，布置,1,225
4963,欠勤,けっきん,名,缺勤,1,225
4964,やる気,やるき,名,干劲儿,1,225
4965,展示会,てんじかい,名,展示会，展览会,1,225
4966,ゲーム,ゲーム,名,游戏,1,225
4967,トレーニングする,トレーニングする,动3,练习，训练，锻炼,1,225
4968,乾燥機,かんそうき,名,干燥机,1,225
4969,洗剤,せんざい,名,洗涤剂,1,225
4970,緩和,かんわ,名,缓和,1,225
4971,ベトナム語,ベトナムご,名,越南语,1,225
4972,近世,きんせい,名,近代,1,225
4973,～機,～き,其他,～机,1,225
4974,数える,かぞえる,动2,数，计算，列举,3,225
4975,巻き寿司,まきずし,名,寿司卷,3,225
4976,握り寿司,にぎりずし,名,手攥寿司,3,225
4977,生魚,なまざかな,名,生鱼,3,225
4978,応じる,おうじる,动2,适应，接受，回答，答应,3,225
4979,創作料理,そうさくりょうり,名,新创料理,3,225
4980,のり,のり,名,紫菜，海藻,3,225
4981,のり巻き,のりまき,名,紫菜卷寿司,3,225
4982,外側,そとがわ,名,外面，外侧,3,225
4983,巻く,まく,动1,卷，卷起,3,225
4984,裏巻き,うらまき,名,夹心卷，反过来卷，把紫菜卷在里面的寿司,3,225
4985,アボカド,アボカド,名,鳄梨，鳄梨树，油梨,3,225
4986,カニカマ,カニカマ,名,仿蟹肉,3,225
4987,サーモン,サーモン,名,三文鱼，鲑鱼，大马哈鱼,3,225
4988,マグロ,マグロ,名,金枪鱼,3,225
4989,ソース,ソース,名,西洋辣酱油，沙司，调味汁,3,225
4990,漬ける,つける,动2,腌，浸，泡，浸泡,3,225
4991,フライ,フライ,名,油炸食品,3,225
4992,ねた,ねた,名,做寿司用的配料；新闻素材，（犯罪）证据,3,225
4993,生ハム,なまハム,名,生火腿,3,225
4994,考案する,こうあんする,动3,设计，规划,3,225
4995,こらす,こらす,动1,绞尽脑汁，凝，集中,3,225
4996,従来,じゅうらい,名,以前，直到现在,3,225
4997,アレンジする,アレンジする,动3,改制，整理，排列，准备，安排,3,225
4998,たらこ,たらこ,名,鳕鱼子，咸鳕鱼子,3,225
4999,スパゲッティ,スパゲッティ,名,意大利面条,3,225
5000,納豆,なっとう,名,纳豆,3,225
5001,即す,そくす,动1,适应，结合，符合,3,225
5002,江戸前,えどまえ,名,江户式的，江户派，在东京湾钓的鱼,3,225
5003,ニュージーランド,ニュージーランド,专,新西兰,3,225
5004,逆輸入する,ぎゃくゆにゅうする,动3,（出口以后）重又进口，再输入,3,225
5005,SUSHI,すし,其他,寿司,3,225
5006,創意工夫,そういくふう,熟语,煞费苦心，设法搞创新,3,225
5007,～前,～まえ,其他,～式，～派，～特点,3,225
5008,信念,しんねん,名,信念,3,225
5009,貫く,つらぬく,动1,穿过，贯彻,3,225
5010,棒球,ピッチャー,名,投手,3,225
5011,最終回,さいしゅうかい,名,最后一局，最后一次,3,225
5012,途中,とちゅう,名,过程中，中途；途中,3,225
5013,すし飯,すしめし,名,（做寿司用的）甜酸饭,3,225
5014,ちらし寿司,ちらしずし,名,什锦寿司饭，散寿司饭,3,225
5015,賃金,ちんぎん,名,薪水，工资，薪金，报酬,3,225
5016,岩,いわ,名,岩石,3,225
5017,毛布,もうふ,名,毯子，毛毯,3,225
5018,現状,げんじょう,名,状况，现状,3,225
5019,楽観的,らっかんてき,形2,乐观的,3,225
5020,当初,とうしょ,名,当初,3,225
5021,手料理,てりょうり,名,亲手做的菜,3,225
5022,四つ葉,よつば,名,四瓣儿叶子,3,225
5023,クローバー,クローバー,名,紫苜蓿，三叶草,3,225
5024,五つ葉,いつつば,名,五片叶子,3,225
5025,～通す,～とおす,其他,～彻底，～结束，～完,3,225
5026,種,たね,名,种子,3,225
5027,鉢,はち,名,盆，钵,3,225
5028,乗客,じょうきゃく,名,乘客,3,225
5029,削除する,さくじょする,动3,删除,3,225
5030,語学,ごがく,名,语言学,3,225
5031,過去,かこ,名,过去,3,225
5032,例,れい,名,例，例子,3,225
5033,処分,しょぶん,名,处分，处理,3,225
5034,縛る,しばる,动1,束缚,3,225
5035,実情,じっじょう,名,实情,3,225
5036,縮小する,しゅくしょうする,动3,缩小,3,225
5037,立場,たちば,名,立场,3,225
5038,いいかげん,いいかげん,形2,马马虎虎．不正经；恰当,3,225
5039,セキュリティ,セキュリティ,名,保安．防犯．安全,3,225
5040,月餅,げっペい,名,月饼,3,225
5041,鋭い,するどい,形1,尖锐，锋利,3,225
5042,都心,としん,名,城市中心,3,225
5043,カーブ,カーブ,名,转弯，弯曲，（棒球）曲线球,3,225
5044,スポーツクラブ,スポーツクラブ,名,体育俱乐部,3,225
5045,快適,かいてき,形2,舒服，舒适，愉快,3,225
5046,音声,おんせい,名,音声．声音,3,225
5047,ペン,ペン,名,笔，钢笔．自来水笔,3,225
5048,認識する,にんしきする,动3,认识,3,225
5049,前夜,ぜんや,名,前夜,1,226
5050,イベントホール,イベントホール,名,（集会、活动）大厅，比赛大厅,1,226
5051,省エネ,しょうエネ,名,节能，节省能源,1,226
5052,表彰する,ひょうしょうする,动3,表彰,1,226
5053,厨房,ちゅうぼう,名,厨房,1,226
5054,力仕事,ちからしごと,名,体力活儿,1,226
5055,重役,じゅうやく,名,领导，懂事，监事；重要职位,1,226
5056,段取り,だんどり,名,安排，顺序；打算，计划,1,226
5057,だって,だって,接,因为，可是，但是,1,226
5058,じれったい,じれったい,形1,令人焦急，惹人着急,1,226
5059,鈍い,にぶい,形1,迟钝；暗淡，沉闷,1,226
5060,本部,ほんぶ,名,总部，本部,1,226
5061,島,しま,名,岛，岛屿,1,226
5062,島民,とうみん,名,岛上居民,1,226
5063,法,ほう,名,法律；方法,1,226
5064,平均点,へいきんてん,名,平均分，平均点,1,226
5065,泣き虫,なきむし,名,爱哭的人,1,226
5066,専務,せんむ,名,专务董事，专职,1,226
5067,なぜ,なぜ,副,为什么，为何，何故,1,226
5068,配達,はいたつ,名,送，投递,1,226
5069,光太郎,こうたろう,专,光太郎,1,226
5070,良一,りょういち,专,良一,1,226
5071,鈍感,どんかん,形1,感觉迟钝,1,226
5072,めったに,めったに,形1,很少，不常,1,226
5073,～学部,～がくぶ,其他,～系，～学部,1,226
5074,ずらりと,ずらりと,副,一大排，成排地,1,226
5075,武田,たけだ,专,武田,1,226
5076,両替,りょうがえ,名,兑换，换钱,1,226
5077,名簿,めいぼ,名,名薄，名册，名单,1,226
5078,愛し合う,あいしあう,动1,互爱，相互爱慕,1,226
5079,互いに,たがいに,副,交互，交替，相互,1,226
5080,明子,あきこ,专,明子,1,226
5081,デート,デート,名,异性间的约会；日期，年月日,1,226
5082,ずるい,ずるい,形1,狡猾，奸诈,1,226
5083,異常気象,いじょうきしょう,名,气候异常,3,226
5084,豪雨,ごうう,名,暴雨，大雨,3,226
5085,干ばつ,かんばつ,名,干旱,3,226
5086,ハリケーン,ハリケーン,名,飓风，台风,3,226
5087,南極,なんきょく,专,南极,3,226
5088,島国,しまぐに,名,岛国,3,226
5089,大気,たいき,名,大气，空气,3,226
5090,温室効果ガス,おんしつこうかガス,名,温室效应气体,3,226
5091,一定,いってい,名,一定，规定；固定,3,226
5092,暖かさ,あたたかさ,名,温暖程度,3,226
5093,及ぼす,およぼす,动1,影响到，波及，达到,3,226
5094,二酸化炭素,にさんかたんそ,名,二氧化碳,3,226
5095,発電,はつでん,名,发电,3,226
5096,排出する,はいしゅつする,动3,排放，排出,3,226
5097,砂漠,さばく,名,沙漠,3,226
5098,森林破壊,しんりんはかい,名,森林破坏,3,226
5099,吸収する,きゅうしゅうする,动3,吸收,3,226
5100,吸収源,きゅうしゅうげん,名,吸收源,3,226
5101,激減する,げきげんする,动3,骤减，剧减,3,226
5102,要因,よういん,名,重要原因，主要原因，主要因素,3,226
5103,風力,ふうりょく,名,风力,3,226
5104,植林活動,しょくりんかつどう,名,植树活动,3,226
5105,講じる,こうじる,动2,采取，寻求，谋求；讲说，朗读,3,226
5106,ここ～,ここ～,其他,～近～，最近～,3,226
5107,対策を講じる,たいさくをこうじる,熟语,采取对策，寻求对策,3,226
5108,プログラム,プログラム,名,程序；项目，计划，节目,3,226
5109,扇風機,せんぷうき,名,风扇，电风扇,3,226
5110,神,かみ,名,神仙，上帝,3,226
5111,新聞社,しんぶんしゃ,名,报社，报馆,3,226
5112,社説,しゃせつ,名,社论,3,226
5113,重み,おもみ,名,分量，重要性，重量,3,226
5114,人体,じんたい,名,人体,3,226
5115,着色料,ちゃくしょくりょう,名,着色剂，染色剂,3,226
5116,平凡,へいぼん,形2,平凡，普通，平常,3,226
5117,確保する,かくほする,动3,确保,3,226
5118,省エネルギー,しょうエネルギー,名,节省能源,3,226
5119,エアコン,エアコン,名,空调,3,226
5120,悪口,わるくち,名,坏话,3,226
5121,エジソン,エジソン,专,爱迪生,3,226
5122,支出,ししゅつ,名,支出,3,226
5123,昼寝,ひるね,名,午休，午睡，午觉,3,226
5124,リズム,リズム,名,节奏，韵律,3,226
5125,崩す,くずす,动1,打乱，拆散，搞乱,3,226
5126,自給,じきゅう,名,自给,3,226
5127,半減する,はんげんする,动3,减半,3,226
5128,スポンサー,スポンサー,名,资助者，赞助单位；出资做广告者,3,226
5129,要求,ようきゅう,名,要求，请求,3,226
5130,漁師,りょうし,名,渔夫，渔民,3,226
5131,望遠鏡,ぼうえんきょう,名,望远镜,3,226
5132,過半数,かはんすう,名,超过半数，过半,3,226
5133,器具,きぐ,名,器具，用具，器械,3,226
5134,体積,たいせき,名,体积,3,226
5135,送料,そうりょう,名,运费，邮费,3,226
5136,湧く,わく,动1,涌现，产生；涌出，冒出,3,226
5137,拍手,はくしゅ,名,鼓掌，拍手,3,226
5138,かえって,かえって,副,反倒，反而,3,226
5139,主催する,しゅさいする,动3,主办，举办,1,227
5140,盛況,せいきょう,名,盛况,1,227
5141,スーパーマーケット,スーパーマーケット,名,超市,1,227
5142,キャー,キャー,叹,哎呀,1,227
5143,利益,りえき,名,利益,1,227
5144,随筆,ずいひつ,名,随笔,1,227
5145,ケーキ屋,ケーキや,名,蛋糕店,1,227
5146,停める,とめる,动2,停，停泊，停放,1,227
5147,凹む,へこむ,动1,凹陷，凹下，陷下；服输,1,227
5148,客間,きゃくま,名,客厅,1,227
5149,缶詰,かんづめ,名,罐头,1,227
5150,ママ,ママ,名,妈妈,1,227
5151,ライター,ライター,名,打火机,1,227
5152,国際社会,こくさいしゃかい,名,国际社会,1,227
5153,バンド,バンド,名,乐队，乐团；腰带，皮带,1,227
5154,漫才コンビ,まんざいコンビ,名,相声搭档,1,227
5155,設立する,せつりつする,动3,设立,1,227
5156,励まし,はげまし,名,鼓励，勉励,1,227
5157,妥協する,だきょうする,动3,妥协,1,227
5158,当人,とうにん,名,本人，当事人,1,227
5159,なす,なす,动1,完成，形成，构成；做，为,1,227
5160,勇気,ゆうき,名,勇气,1,227
5161,事態,じたい,名,事情，事态，情况,1,227
5162,通常,つうじょう,名,一般情况，通常,1,227
5163,最悪,さいあく,形2,最坏，最糟，最差,1,227
5164,想定する,そうていする,动3,想象到，设想，设定，预定，预期,1,227
5165,中年,ちゅうねん,名,中年,1,227
5166,スタンド,スタンド,名,台灯,1,227
5167,明かり,あかり,名,灯，光线,1,227
5168,おばけ,おばけ,名,鬼，妖怪,1,227
5169,文学,ぶんがく,名,文学,1,227
5170,ぎっしり,ぎっしり,形2,满满的，紧紧的,1,227
5171,あらすじ,あらすじ,名,梗概，概要,1,227
5172,史実,しじつ,名,史实,1,227
5173,構成,こうせい,名,构成，结构,1,227
5174,組み合わせ,くみあわせ,名,配合，搭配，组合,1,227
5175,SF小説,エスエフしょうせつ,名,科幻小说,1,227
5176,読者,どくしゃ,名,读者,1,227
5177,設定,せってい,名,设定,1,227
5178,巣,す,名,巢，巢穴,1,227
5179,資金,しきん,名,资金,1,227
5180,許可,きょか,名,许可，允许,1,227
5181,納得,なっとく,名,接受，理解,1,227
5182,上達,じょうたつ,名,进步，长进,1,227
5183,復興,ふっこう,名,复兴，重建,1,227
5184,捕まえる,つかまえる,动2,捉住，逮住；抓住,1,227
5185,開花,かいか,名,开花,3,227
5186,もむ,もむ,动1,互相拥挤，乱作一团；推拿；揉搓,3,227
5187,気象庁,きしょうちょう,名,气象局，气象厅,3,227
5188,スーパーコンピュータ,スーパーコンピュータ,名,超级计算机,3,227
5189,更新する,こうしんする,动3,更新,3,227
5190,万全,ばんぜん,名,万无一失，万全,3,227
5191,体制,たいせい,名,体制,3,227
5192,臨む,のぞむ,动1,面临，面对,3,227
5193,式,しき,名,公式，式，算式,3,227
5194,当てはめる,あてはめる,动2,填，应用，适用,3,227
5195,導き出す,みちびきだす,动1,导出，引出，推导,3,227
5196,寒波,かんぱ,名,寒流，寒潮,3,227
5197,相次ぐ,あいつぐ,动1,接连不断，相继，陆续,3,227
5198,果たして,はたして,副,究竟，到底,3,227
5199,無関心,むかんしん,形2,漠不关心,3,227
5200,宣言,せんげん,名,宣布，宣言,3,227
5201,飛び交う,とびかう,动1,漫天飞舞，飞来飞去,3,227
5202,花見,はなみ,名,赏花，看花,3,227
5203,職場,しょくば,名,工作单位，工作岗位,3,227
5204,密着する,みっちゃくする,动3,密切，紧密,3,227
5205,塩漬け,しおづけ,名,腌渍,3,227
5206,桜茶,さくらちゃ,名,樱花茶,3,227
5207,あんパン,あんパン,名,豆沙面包,3,227
5208,桜餅,さくらもち,名,樱花糕，樱花饼,3,227
5209,木材,もくざい,名,木材,3,227
5210,木工,もっこう,名,木工,3,227
5211,用材,ようざい,名,木材，木料,3,227
5212,樹皮,じゅひ,名,树皮,3,227
5213,茶筒,ちゃづつ,名,茶筒，茶桶,3,227
5214,工芸品,こうげいひん,名,工艺品,3,227
5215,玉淵潭公園,ぎょくえんたんこうえん,专,玉渊潭公园,3,227
5216,寄贈する,きぞうする,动3,赠送，增予,3,227
5217,ちなみに,ちなみに,接,补充一句，顺便，附带,3,227
5218,気をもむ,きをもむ,熟语,焦躁不安，牵肠挂肚,3,227
5219,～分,～ぶ,其他,～分，～成,3,227
5220,～分咲き,～ぶざき,其他,花开～成,3,227
5221,児童,じどう,名,儿童,3,227
5222,ICタグ,アイシータグ,名,IC识别卡，条形码，条码签,3,227
5223,寒暖,かんだん,名,冷暖,3,227
5224,差,さ,名,差，差别，差额,3,227
5225,日本列島,にほんれっとう,名,日本列岛,3,227
5226,あれこれ,あれこれ,名,这个那个，种种,3,227
5227,整える,ととのえる,动2,完善，完备,3,227
5228,出題例,しゅつだいれい,名,题例，例题,3,227
5229,ショップ,ショップ,名,商店，小卖店,3,227
5230,災難,さいなん,名,灾难,3,227
5231,勝負,しょうぶ,名,胜负,3,227
5232,勝敗,しょうはい,名,胜败,3,227
5233,五分五分,ごぶごぶ,名,五五分，各半,3,227
5234,引き分け,ひきわけ,名,平手，分开，平分,3,227
5235,粒あん,つぶあん,名,红豆馅儿,3,227
5236,こしあん,こしあん,名,红豆沙，豆沙馅儿,3,227
5237,滋賀県,しがけん,专,滋贺县,3,227
5238,霞ヶ浦,かすみがうら,专,霞浦,3,227
5239,茨城県,いばらきけん,专,茨城县,3,227
5240,基準木,きじゅんぼく,名,基准树,3,227
5241,開花前線,かいかぜんせん,名,开花前锋,3,227
5242,桜前線北上中,さくらぜんせんほくじょうちゅう,熟语,樱花前锋正在北移,3,227
5243,～分,～ぶん,其他,～份，～分量,3,227
5244,校舎,こうしゃ,名,校舍,3,227
5245,来春,らいしゅん,名,明春，明年春天,3,227
5246,ヒット,ヒット,名,（棒球）安打,3,227
5247,原動力,げんどうりょく,名,原动力,3,227
5248,鄧小平,とうしょうへい,专,邓小平,3,227
5249,こう,こう,专,红,3,227
5250,プロ,プロ,名,专业，职业,3,227
5251,主席,しゅせき,名,主席,3,227
5252,薄型,うすがた,名,薄型,3,227
5253,機種,きしゅ,名,机种,3,227
5254,海水浴,かいすいよく,名,海水浴,3,227
5255,アルコール,アルコール,名,酒精，乙醇；酒,3,227
5256,中毒,ちゅうどく,名,中毒,3,227
5257,欠点,けってん,名,缺点，弱点,3,227
5258,安定,あんてい,名,安定，稳定,3,227
5259,いや,いや,叹,不；哎呀,1,228
5260,用,よう,名,事情,1,228
5261,ついで,ついで,名,顺便，就便,1,228
5262,台無し,だいなし,名,搞砸，弄坏，糟蹋,1,228
5263,勇気づける,ゆうきづける,动2,鼓励，打气,1,228
5264,～第一,～だいいち,其他,～第一，～最重要,1,228
5265,かわいがる,かわいがる,动1,喜爱，疼爱,1,228
5266,焦がす,こがす,动1,炒煳，烧煳，烤焦,1,228
5267,作り直す,つくりなおす,动1,重做,1,228
5268,安易,あんい,形2,不经意的，不经心的；容易；安闲,1,228
5269,築く,きずく,动1,建立；积累,1,228
5270,映画祭,えいがさい,名,电影节,1,228
5271,マイク,マイク,名,麦克风，话筒,1,228
5272,タワー,タワー,名,塔,1,228
5273,展望台,てんぼうだい,名,瞭望台,1,228
5274,架け橋,かけはし,名,桥梁；吊桥，浮桥；梯子,1,228
5275,かなう,かなう,动1,能实现，如愿以偿,1,228
5276,寝込む,ねこむ,动1,卧床不起；熟睡,1,228
5277,元気づける,げんきづける,动2,使振作，鼓劲，打气，使打起精神,1,228
5278,活気づける,かっきづける,动2,使充满活力,1,228
5279,地元,じもと,名,当地，本地,1,228
5280,活性化,かっせいか,名,振兴，激活；活性化,1,228
5281,委員会,いいんかい,名,委员会,1,228
5282,失敗に終わる,しっぱいにおわる,熟语,以失败告终,1,228
5283,～祭,～さい,其他,～节，～活动,1,228
5284,くよくよ,くよくよ,副,担心，闷闷不乐,1,228
5285,お父様,おとうさま,名,父亲大人,1,228
5286,気の毒,きのどく,形2,可怜，悲惨,1,228
5287,診る,みる,动2,诊断,1,228
5288,日比谷公園,ひびやこうえん,专,日比谷公园,1,228
5289,スポーツウェア,スポーツウェア,名,运动服,1,228
5290,抗生物質,こうせいぶっしつ,名,抗生素,1,228
5291,せき止め,せきどめ,名,止咳药，止咳剂,1,228
5292,かゆい,かゆい,形1,痒,1,228
5293,痛み止め,いたみどめ,名,止痛药,1,228
5294,お気の毒に,おきのどくに,熟语,真可怜,1,228
5295,足を伸ばす,あしをのばす,熟语,去，到，前往,1,228
5296,チェコ共和国,チェコきょうわこく,专,捷克共和国,3,228
5297,親善大使,しんぜんたいし,名,友好大使，亲善大使,3,228
5298,二足歩行ロボット,にそくほこうロボット,名,双足行走机器人,3,228
5299,ASIMO,アシモ,专,ASIMO,3,228
5300,晩餐会,ばんさんかい,名,晚餐,3,228
5301,チェコ語,チェコご,名,捷克语,3,228
5302,喝采,かっさい,名,喝彩,3,228
5303,反する,はんする,动3,相反；违反,3,228
5304,産業,さんぎょう,名,产业,3,228
5305,制御する,せいぎょする,动3,控制，操纵，驾驭,3,228
5306,腕,うで,名,手臂，胳膊,3,228
5307,救助,きゅうじょ,名,救助,3,228
5308,IRS蒼竜,アイアールエスそうりゅう,专,IRS苍龙,3,228
5309,潜る,もぐる,动1,潜入，钻过，钻入,3,228
5310,生存者,せいぞんしゃ,名,生存者，生还者,3,228
5311,蛇,へび,名,蛇,3,228
5312,細長い,ほそながい,形1,细长,3,228
5313,あるいは,あるいは,接,或者，或,3,228
5314,奴隷,どれい,名,奴隶,3,228
5315,老人,ろうじん,名,老人,3,228
5316,分野,ぶんや,名,方面，领域,3,228
5317,長寿国,ちょうじゅこく,名,长寿国,3,228
5318,話し相手,はなしあいて,名,说话对象，谈话对象，交谈对象,3,228
5319,万一,まんいち,副,万一,3,228
5320,主人,しゅじん,名,主人,3,228
5321,助け,たすけ,名,帮助,3,228
5322,カレル・チャペック,カレル・チャペック,专,卡雷尔·恰佩克,3,228
5323,菊,きく,名,菊花,3,228
5324,R．U．R．,エル・ウー・エル,专,R.U.R,3,228
5325,反乱,はんらん,名,叛乱，反叛,3,228
5326,滅ぼす,ほろぼす,动1,毁灭，使灭亡,3,228
5327,友,とも,名,朋友,3,228
5328,生みの親,うみのおや,名,创造者，创始人；亲生父母,3,228
5329,カンヌ映画祭,カンヌえいがさい,专,嘎纳电影节,3,228
5330,来場者,らいじょうしゃ,名,参加者,3,228
5331,中退する,ちゅうたいする,动3,中途退学,3,228
5332,または,または,接,或者，或,3,228
5333,もしくは,もしくは,接,或者,3,228
5334,もしも,もしも,副,或许，如果，假如,3,228
5335,万が一,まんがいち,副,万一,3,228
5336,備える,そなえる,动2,准备，防备,3,228
5337,非常食,ひじょうしょく,名,储备食品，储备粮,3,228
5338,倉庫,そうこ,名,仓库,3,228
5339,貯蔵する,ちょぞうする,动3,储藏,3,228
5340,得点する,とくてんする,动3,得分,3,228
5341,有力,ゆうりょく,形2,有力，有势力,3,228
5342,候補,こうほ,名,候选人，候补,3,228
5343,落選する,らくせんする,动3,落选,3,228
5344,グループホーム,グループホーム,名,集体康复之家,3,228
5345,共同,きょうどう,名,共同,3,228
5346,生かす,いかす,动1,发挥，有效利用,3,228
5347,保険証,ほけんしょう,名,保险证,3,228
5348,中旬,ちゅうじゅん,名,中旬,3,228
5349,下旬,げじゅん,名,下旬,3,228
5350,掲示板,けいじばん,名,布告板，告示牌，告示栏，公告栏,3,228
5351,待ち合わせ,まちあわせ,名,等候，约会，碰头,3,228
5352,希薄,きはく,形2,稀薄,3,228
5353,混乱する,こんらんする,动3,混乱,3,228
5354,片づけ,かたづけ,名,收拾，整理,3,228
5355,～証,～しょう,其他,～证,3,228
5356,反響,はんきょう,名,反响，反应；回音,1,229
5357,宮保鶏丁,ゴンバオジーディン,名,宫保鸡丁,1,229
5358,無口,むくち,形2,说话少，沉默寡言,1,229
5359,栄転,えいてん,名,高升，晋升，荣升,1,229
5360,かい,かい,名,价值，意义,1,229
5361,心配をかける,しんぱいをかける,熟语,使担心，使挂念,1,229
5362,その気になる,そのきになる,熟语,有那样的想法,1,229
5363,結婚記念日,けっこんきねんび,名,结婚纪念日,1,229
5364,グルメ,グルメ,名,美食家,1,229
5365,頂戴する,ちょうだいする,动3,领受，收到；吃,1,229
5366,配慮する,はいりょする,动3,照顾，关怀，照料,1,229
5367,宴会,えんかい,名,宴会，宴席,1,229
5368,中古車,ちゅうこしゃ,名,二手车，旧车,1,229
5369,休業,きゅうぎょう,名,不营业，歇业，停止营业,1,229
5370,着替える,きがえる,动2,换衣服，更衣,1,229
5371,犠牲,ぎせい,名,牺牲（利益）；代价,1,229
5372,クリーニング,クリーニング,名,清洗，干洗,1,229
5373,役人,やくにん,名,官员，公务员,1,229
5374,大臣,だいじん,名,大臣，部长,1,229
5375,偉大,いだい,形2,伟大,1,229
5376,入学試験,にゅうがくしけん,名,升学考试，入学考试,1,229
5377,よかった,よかった,其他,太好了,1,229
5378,仕方がない,しかたがない,其他,……得不得了，……得要命,1,229
5379,～っぶり,～っぶり,其他,……的样子,1,229
5380,着替え,きがえ,名,更衣，更换的衣服,1,229
5381,準備運動,じゅんびうんどう,名,准备活动,1,229
5382,計算機,けいさんき,名,计算机,1,229
5383,支店長,してんちょう,名,分店经理，分公司经理,1,229
5384,真冬,まふゆ,名,隆冬，深冬,1,229
5385,受かる,うかる,动1,考上，考中，及格,1,229
5386,ジョーク,ジョーク,名,玩笑，笑话，诙谐,1,229
5387,宇宙食,うちゅうしょく,名,太空食品,3,229
5388,補給,ほきゅう,名,补给，补充,3,229
5389,重力,じゅうりょく,名,重力,3,229
5390,初頭,しょとう,名,初，最初，初期，开头,3,229
5391,チューブ,チューブ,名,软管，管筒,3,229
5392,ペースト,ペースト,名,糊状食品，糊，膏，酱,3,229
5393,地上,ちじょう,名,地球上，地上，地面上,3,229
5394,いつまでも,いつまでも,副,永远，始终，到什么时候也,3,229
5395,望ましい,のぞましい,形1,最好，最理想,3,229
5396,何しろ,なにしろ,副,因为，由于；无论怎样，总之,3,229
5397,宇宙船,うちゅうせん,名,宇宙飞船,3,229
5398,飛び散る,とびちる,动1,四处飞散，洒落，飘洒，飞洒,3,229
5399,汁,しる,名,汤汁，汤，汁；汁液,3,229
5400,びっしり,びっしり,副,密密麻麻地，满满地，空隙,3,229
5401,詰まる,つまる,动1,塞满，挤满，堆满；堵塞，不通,3,229
5402,精密機器,せいみつきき,名,精密仪器，精密器械,3,229
5403,任務,にんむ,名,任务,3,229
5404,遂行,すいこう,名,完成，执行，贯彻,3,229
5405,乗組員,のりくみいん,名,宇航员，乘务员，机务员,3,229
5406,向井千秋,むかいちあき,专,向井千秋,3,229
5407,スペースシャトル,スペースシャトル,名,航天飞机,3,229
5408,搭乗する,とうじょうする,动3,搭乘,3,229
5409,いなり寿司,いなりずし,名,油豆腐寿司,3,229
5410,たこ焼き,たこやき,名,烤章鱼球,3,229
5411,難題,なんだい,名,难题,3,229
5412,楊利偉,ようりい,专,杨利伟,3,229
5413,神舟５号,しんしゅうごごう,专,神舟五号,3,229
5414,とり肉のカシューナッツ炒め,とりにくのカシューナッツいため,名,宫保鸡丁,3,229
5415,豚肉の四川風唐辛子炒め,ぶたにくのシセンふうとうがらしいため,名,鱼香肉丝,3,229
5416,魚香肉絲,ユイシャンロウスー,名,鱼香肉丝,3,229
5417,博する,はくする,动1,博得，获取，获得，得到,3,229
5418,何でもない,なんでもない,熟语,没什么特别的，算不了什么，不值一提,3,229
5419,～状,～じょう,其他,～状，～样子，～状态,3,229
5420,～初,～はつ,其他,第一次～，初次～，最早～,3,229
5421,多額,たがく,名,大笔，大量，巨额,3,229
5422,会長,かいちょう,名,会长,3,229
5423,立候補する,りっこうほする,动3,参加竞选，作候选人,3,229
5424,障害,しょうがい,名,残障，障碍；妨碍,3,229
5425,困難,こんなん,形2,困难,3,229
5426,はかり,はかり,名,秤，天平；权衡,3,229
5427,興奮する,こうふんする,动3,兴奋，激动,3,229
5428,暮らし,くらし,名,生活，度日；家境，家道，生计,3,229
5429,平原,へいげん,名,平原,3,229
5430,火加減,ひかげん,名,火候，火头,3,229
5431,調節する,ちょうせつする,动3,调节，调剂，调整,3,229
5432,忘年会,ぼうねんかい,名,忘年会，年末聚会,3,229
5433,上陸する,じょうりくする,动3,登陆，登岸,3,229
5434,油,あぶら,名,油,3,229
5435,定期券,ていきけん,名,月票，定期车票，定期门票,3,229
5436,～加減,～かげん,其他,～程度；有点～,3,229
5437,問題点,もんだいてん,名,疑点，争论点,3,229
5438,追いつく,おいつく,动1,赶上，追上；来得及,3,229
5439,大声,おおごえ,名,大声,3,229
5440,機内,きない,名,机舱内，飞机内,3,229
5441,知り合う,しりあう,动1,相识，结识,3,229
5442,思春期,ししゅんき,名,青春期,3,229
5443,見捨てる,みすてる,动2,抛弃，离弃,3,229
5444,承諾,しょうだく,名,同意，答应，应允，承诺,3,229
5445,タイプ,タイプ,名,类型，类别,3,229
5446,一員,いちいん,名,一员，一分子,1,230
5447,手元,てもと,名,手边，手头,1,230
5448,先立つ,さきだつ,动1,在……之前；率先,1,230
5449,綿密,めんみつ,形2,细致，周密，详尽,1,230
5450,見慣れる,みなれる,动2,看惯，看熟,1,230
5451,驚き,おどろき,名,吃惊，惊讶，震惊,1,230
5452,郊外,こうがい,名,郊外，郊区,1,230
5453,利点,りてん,名,好处，长处，优点,1,230
5454,補足,ほそく,名,补充，补足,1,230
5455,開始,かいし,名,开始,1,230
5456,水産,すいさん,名,水产,1,230
5457,共通,きょうつう,名,共同，共通,1,230
5458,両国,りょうこく,名,两国,1,230
